GoogleListedManufacturer,GoogleListedModel,Status,CertifiedSinceVersion,EndOfSupport,DeviceManufacturerPattern,DeviceModelPattern,DeviceManufacturerPatternConfirmed,DeviceModelPatternConfirmed,Comments
Acer,Acer Aspire 3 A315,Certified,103,2030,,,FALSE,FALSE,
Acer,Acer Aspire E3-111,Certified,103,2026,,,FALSE,FALSE,
Acer,Acer Aspire One 11 AO1-132,Certified,103,2027,,,FALSE,FALSE,
Acer,Acer Aspire V5 131,Certified,103,2025,,,FALSE,FALSE,
Acer,Acer Aspire V5-122P,Certified,103,2026,,,FALSE,FALSE,
Acer,Acer E220 Veriton M26X2G,Certified,123,2029,,,FALSE,FALSE,
Acer,Acer One 11 Z8-284,Certified,117,2029,,,FALSE,FALSE,
Acer,Acer One 14 Z2-485,Certified,103,2028,,,FALSE,FALSE,
Acer,Acer R3-131T,Certified,103,2027,,,FALSE,FALSE,
Acer,Acer Travelmate B113-E,Certified,103,2027,,,FALSE,FALSE,
Acer,Acer Travelmate B113-M,Decertified,103,2024,,,FALSE,FALSE,
Acer,Acer TravelMate B115-MP,Certified,103,2026,,,FALSE,FALSE,
Acer,Acer TravelMate B3 11R-31,Certified,103,2028,,,FALSE,FALSE,
Acer,Acer TravelMate B3 B311,Certified,103,2028,,,FALSE,FALSE,
Acer,Acer TravelMate P214,Certified,103,2030,,,FALSE,FALSE,
Acer,Acer TravelMate P459-G2-M,Certified,103,2028,,,FALSE,FALSE,
Acer,Acer TravelMate Spin B118-G2-RN,Certified,103,2028,,,FALSE,FALSE,
Acer,Acer TravelMate Spin B118-RN,Certified,103,2028,,,FALSE,FALSE,
Acer,Acer TravelMate Spin B3 TMB311R,Certified,110,2028,,,FALSE,FALSE,
Acer,Acer Veriton L4630G,Certified,103,2026,,,FALSE,FALSE,
Acer,Acer Veriton S2690G,Certified,118,2030,,,FALSE,FALSE,
Acer,Acer VN4640G,Certified,111,2027,,,FALSE,FALSE,
Advantech,Advantech ARK-1125H,Certified,123,2030,,,FALSE,FALSE,
Advantech,Advantech DS-085,Certified,103,2030,,,FALSE,FALSE,
Advantech,Advantech DS-202,Certified,127,2029,,,FALSE,FALSE,
Advantech,Advantech DS-410,Certified,110,2029,,,FALSE,FALSE,
Advantech,Advantech DS-570,Certified,103,2026,,,FALSE,FALSE,
Advantech,Advantech PPC-3150SW,Certified,105,2028,,,FALSE,FALSE,
Advantech,Advantech USC-360H,Certified,129,2030,,,FALSE,FALSE,
Advantech,Advantech USC-360J,Certified,134,2029,,,FALSE,FALSE,
Advantech,Advantech UTC-115G,Certified,119,2028,,,FALSE,FALSE,
Advantech,Advantech UTC-120G,Certified,110,2028,,,FALSE,FALSE,
Advantech,Advantech UTC-120K,Certified,129,2030,,,FALSE,FALSE,
Advantech,Advantech UTC-124G3,Certified,111,2028,,,FALSE,FALSE,
Advantech,Advantech UTC-124l,Certified,134,2029,,,FALSE,FALSE,
Advantech,Advantech UTC-320K,Certified,136,2030,,,FALSE,FALSE,
Advantech,Advantech UTC-520F,Certified,103,2027,,,FALSE,FALSE,
Advantech,Advantech UTC-520J,Certified,118,2030,,,FALSE,FALSE,
AOPEN,AOPEN DE3450,Certified,103,2028,,,FALSE,FALSE,
AOPEN,AOPEN DE3650,Certified,107,2029,,,FALSE,FALSE,
AOPEN,AOPEN DE3650S,Certified,107,2029,,,FALSE,FALSE,
AOPEN,AOPEN DE6340,Certified,126,2029,,,FALSE,FALSE,
AOPEN,AOPEN DEX5750,Certified,103,2030,,,FALSE,FALSE,
AOPEN,AOPEN eTILE 15M-FP2,Certified,114,2028,,,FALSE,FALSE,
AOPEN,AOPEN eTILE 19M AIO,Certified,103,2028,,,FALSE,FALSE,
AOPEN,AOPEN ST100,Certified,129,2028,,,FALSE,FALSE,
AOPEN,AOPEN WB5116,Certified,116,2030,,,FALSE,FALSE,
Apple,"Apple iMac 11,2",Decertified,103,2024,,,FALSE,FALSE,
Apple,"Apple iMac 12,1",Decertified,,2024,,,FALSE,FALSE,
Apple,"Apple Mac Mini 7,1",Certified,103,2026,,,FALSE,FALSE,
Apple,"Apple Macbook Air 5,1",Certified,103,2025,,,FALSE,FALSE,
Apple,"Apple MacBook Air 6,1",Certified,103,2026,,,FALSE,FALSE,
Apple,"Apple Macbook Air 7,2",Certified,103,2027,,,FALSE,FALSE,
Apple,"Apple Macbook Pro 11,2",Certified,103,2025,,,FALSE,FALSE,
Apple,"Apple Macbook Pro 9,2",Certified,103,2025,,,FALSE,FALSE,
ASUS,ASUS B5402FEA,Certified,130,2030,,,FALSE,FALSE,
ASUS,ASUS B5402FVA,Certified,130,2032,,,FALSE,FALSE,
ASUS,ASUS BR1100CKA,Certified,111,2029,,,FALSE,FALSE,
ASUS,ASUS BR1100FK,Certified,110,2029,,,FALSE,FALSE,
ASUS,ASUS EeeBook E402SA,Certified,103,2029,,,FALSE,FALSE,
ASUS,Asus ExpertBook B1500CEA,Certified,121,2030,ASUSTeK COMPUTER INC.,ASUS EXPERTBOOK B1500CEAEY_B1500CEAE,TRUE,TRUE,
ASUS,Asus ExpertBook B1502CBA,Certified,125,2030,,,FALSE,FALSE,
ASUS,Asus Expertbook B1502CVA,Certified,135,2032,,,FALSE,FALSE,
ASUS,ASUS ExpertCenter D700MD,Certified,118,2030,,,FALSE,FALSE,
ASUS,Asus ExpertCenter D700SD,Certified,120,2030,,,FALSE,FALSE,
ASUS,ASUS ExpertCenter E5 24 AiO,Certified,114,2030,,,FALSE,FALSE,
ASUS,ASUS Mini PC PL64,Certified,116,2030,,,FALSE,FALSE,
ASUS,ASUS Mini PC PN41,Certified,108,2029,,,FALSE,FALSE,
ASUS,ASUS Mini PC PN64,Certified,119,2030,,,FALSE,FALSE,
ASUS,ASUS NUC 14 Pro,Certified,129,2032,,,FALSE,FALSE,
ASUS,Asus P1512CEA,Certified,122,2030,,,FALSE,FALSE,
ASUS,Asus PN43-S1,Certified,128,2030,,,FALSE,FALSE,
ASUS,Asus Prime J4005I-C,Certified,127,2028,,,FALSE,FALSE,
ASUS,ASUS Vivobook Flip 14 TP401NA,Certified,103,2028,,,FALSE,FALSE,
ASUS,ASUS VivoBook L203MA,Certified,103,2028,,,FALSE,FALSE,
ASUS,ASUS x200m,Certified,103,2026,,,FALSE,FALSE,
ASUS,ASUS X401U,Decertified,103,2024,,,FALSE,FALSE,
ASUS,ASUS X55C,Decertified,103,2024,,,FALSE,FALSE,
ASUS,ASUS Zenbook Flip UX360CA,Certified,103,2027,,,FALSE,FALSE,
Atrust,Atrust t20W,Certified,124,2028,,,FALSE,FALSE,
Atrust,Atrust t21W,Certified,124,2029,,,FALSE,FALSE,
Axiomtek,Axiomtek DSP-501,Certified,134,2028,,,FALSE,FALSE,
Azulle,Azulle Access 4,Certified,108,2028,,,FALSE,FALSE,
Beelink,Beelink Mini S N5095,Certified,115,2030,,,FALSE,FALSE,
Bluefin,Bluefin Modular All in One (Intel),Certified,134,2030,,,FALSE,FALSE,
Clear Touch,Clear Touch CTI-PCMOD-PC25-ST,Certified,132,2028,,,FALSE,FALSE,
CVTE,CVTE OPS72A-1215U,Certified,124,2030,,,FALSE,FALSE,
Cybernet,Cybernet Cybermed T10C,Certified,103,2025,,,FALSE,FALSE,
Decenta,Decenta OPS13,Certified,129,2030,,,FALSE,FALSE,
Dell,Dell Inspiron 15 3531,Certified,103,2026,,,FALSE,FALSE,
Dell,Dell Inspiron 3280 AIO,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Inspiron 3501,Certified,103,2030,,,FALSE,FALSE,
Dell,Dell Inspiron 3505,Certified,103,2030,Dell Inc.,Inspiron 3505,TRUE,TRUE,
Dell,Dell Latitude 3120,Certified,107,2029,,,FALSE,FALSE,
Dell,Dell Latitude 3150,Certified,103,2026,,,FALSE,FALSE,
Dell,Dell Latitude 3160,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Latitude 3180,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 3189,Certified,103,2027,Dell Inc.,Latitude 3189,TRUE,TRUE,
Dell,Dell Latitude 3190,Certified,103,2028,Dell Inc.,Latitude 3190,TRUE,TRUE,
Dell,Dell Latitude 3190 2-in-1,Certified,103,2028,Dell Inc.,Latitude 3190 2-in-1,TRUE,TRUE,
Dell,Dell Latitude 3300,Certified,103,2028,Dell Inc.,Latitude 3300,TRUE,TRUE,
Dell,Dell Latitude 3310,Certified,115,2028,Dell Inc.,Latitude 3310,TRUE,TRUE,
Dell,Dell Latitude 3330,Certified,104,2025,,,FALSE,FALSE,
Dell,Dell Latitude 3340,Certified,103,2026,Dell Inc.,Latitude 3340,TRUE,TRUE,
Dell,Dell Latitude 3350,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Latitude 3380,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 3390 2-in-1,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 3400,Certified,103,2028,Dell Inc.,Latitude 3400,TRUE,TRUE,
Dell,Dell Latitude 3410,Certified,103,2028,Dell Inc.,Latitude 3410,TRUE,TRUE,
Dell,Dell Latitude 3420,Certified,103,2030,Dell Inc.,Latitude 3420,TRUE,TRUE,
Dell,Dell Latitude 3440 (2014),Certified,103,2026,Dell Inc.,Latitude 3440,TRUE,TRUE,
Dell,Dell Latitude 3440 (Intel 13th Gen),Certified,136,2032,Dell Inc.,Latitude 3440,TRUE,TRUE,
Dell,Dell Latitude 3450,Certified,103,2027,Dell Inc.,Latitude 3450,TRUE,TRUE,
Dell,Dell Latitude 3460,Certified,103,2027,Dell Inc.,Latitude 3460,TRUE,TRUE,
Dell,Dell Latitude 3470,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Latitude 3480,Certified,103,2027,Dell Inc.,Latitude 3480,TRUE,TRUE,
Dell,Dell Latitude 3490,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 3510,Certified,103,2028,Dell Inc.,Latitude 3510,TRUE,TRUE,
Dell,Dell Latitude 3520,Certified,120,2030,Dell Inc.,Latitude 3520,TRUE,TRUE,
Dell,Dell Latitude 3540,Certified,134,2032,Dell Inc.,Latitude 3540,TRUE,TRUE,
Dell,Dell Latitude 3550,Certified,111,2027,Dell Inc.,Latitude 3550,TRUE,TRUE,
Dell,Dell Latitude 5290,Certified,103,2028,Dell Inc.,Latitude 5290,TRUE,TRUE,
Dell,Dell Latitude 5290 2-in-1,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5300 2-in-1,Certified,103,2028,Dell Inc.,Latitude 5300 2-in-1,TRUE,TRUE,
Dell,Dell Latitude 5310,Certified,112,2030,,,FALSE,FALSE,
Dell,Dell Latitude 5320,Certified,112,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5400,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5410,Certified,112,2028,Dell Inc.,Latitude 5410,TRUE,TRUE,
Dell,Dell Latitude 5411,Certified,112,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5420,Certified,103,2030,Dell Inc.,Latitude 5420,TRUE,TRUE,
Dell,Dell Latitude 5430,Certified,134,2030,,,FALSE,FALSE,
Dell,Dell Latitude 5440,Certified,134,2032,Dell Inc.,Latitude 5440,TRUE,TRUE,
Dell,Dell Latitude 5480,Certified,127,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5490,Certified,127,2028,Dell Inc.,Latitude 5490,TRUE,TRUE,
Dell,Dell Latitude 5500,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5510,Certified,108,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5520,Certified,103,2030,,,FALSE,FALSE,
Dell,Dell Latitude 5530,Certified,116,2030,,,FALSE,FALSE,
Dell,Dell Latitude 5580,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 5590,Certified,103,2028,Dell Inc.,Latitude 5590,TRUE,TRUE,
Dell,Dell Latitude 7280,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Latitude 7300,Certified,125,2028,,,FALSE,FALSE,
Dell,Dell Latitude 7310,Certified,113,2028,,,FALSE,FALSE,
Dell,Dell Latitude 7380,Certified,114,2028,,,FALSE,FALSE,
Dell,Dell Latitude 7400,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 7410,Certified,135,2028,,,FALSE,FALSE,
Dell,Dell Latitude 7420,Certified,103,2030,,,FALSE,FALSE,
Dell,Dell Latitude 7480,Certified,103,2028,,,FALSE,FALSE,
Dell,Dell Latitude 7490,Minor issues expected,,2028,,,FALSE,FALSE,
Dell,Dell Latitude E5420,Decertified,103,2024,,,FALSE,FALSE,
Dell,Dell Latitude E5430,Certified,103,2025,,,FALSE,FALSE,
Dell,Dell Latitude E5440,Certified,103,2026,Dell Inc.,Latitude E5440,TRUE,TRUE,
Dell,Dell Latitude E5450,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Latitude E5470,Certified,103,2027,Dell Inc.,Latitude E5470,TRUE,TRUE,
Dell,Dell Latitude E5520,Decertified,103,2024,,,FALSE,FALSE,
Dell,Dell Latitude E5530,Certified,103,2025,Dell Inc.,,FALSE,FALSE,
Dell,Dell Latitude E5540,Certified,103,2026,Dell Inc.,Latitude E5540,TRUE,TRUE,
Dell,Dell Latitude E5570,Certified,104,2027,Dell Inc.,Latitude E5570,TRUE,TRUE,
Dell,Dell Latitude E6230,Certified,103,2025,,,FALSE,FALSE,
Dell,Dell Latitude E6420,Certified,103,2025,,,FALSE,FALSE,
Dell,Dell Latitude E6430,Certified,103,2025,,,FALSE,FALSE,
Dell,Dell Latitude E6440,Certified,103,2026,,,FALSE,FALSE,
Dell,Dell Latitude E6510,Decertified,,2024,,,FALSE,FALSE,
Dell,Dell Latitude E6520,Decertified,103,2024,,,FALSE,FALSE,
Dell,Dell Latitude E7240,Certified,103,2026,Dell Inc.,Latitude E7240,TRUE,TRUE,
Dell,Dell Latitude E7270,Certified,103,2027,Dell Inc.,Latitude E7270,TRUE,TRUE,
Dell,Dell Latitude E7440,Certified,103,2026,,,FALSE,FALSE,
Dell,Dell Latitude E7450,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Latitude E7470,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Optiplex 3000,Certified,134,2030,Dell Inc.,OptiPlex 3000,TRUE,TRUE,
Dell,Dell Optiplex 3000 Thin Client,Certified,105,2029,,,FALSE,FALSE,
Dell,Dell Optiplex 3010,Certified,103,2025,Dell Inc.,OptiPlex 3010,TRUE,TRUE,
Dell,Dell Optiplex 3011 AIO,Certified,103,2025,Dell Inc.,OptiPlex 3011 AIO,TRUE,TRUE,
Dell,Dell Optiplex 3020,Certified,103,2026,Dell Inc.,OptiPlex 3020,TRUE,TRUE,
Dell,Dell OptiPlex 3030 AIO,Certified,103,2026,Dell Inc.,OptiPlex 3030 AIO,TRUE,TRUE,
Dell,Dell Optiplex 3040,Certified,103,2027,Dell Inc.,OptiPlex 3040,TRUE,TRUE,
Dell,Dell Optiplex 3046,Certified,103,2027,,,FALSE,FALSE,
Dell,Dell Optiplex 3050,Certified,103,2028,Dell Inc.,OptiPlex 3050,TRUE,TRUE,
Dell,Dell Optiplex 3060,Certified,103,2028,Dell Inc.,OptiPlex 3060,TRUE,TRUE,
Dell,Dell Optiplex 3070,Certified,103,2028,Dell Inc.,OptiPlex 3070,TRUE,TRUE,
Dell,Dell Optiplex 3080,Certified,103,2028,Dell Inc.,OptiPlex 3080,TRUE,TRUE,
